airline_sentiment,text
negative,@SouthwestAir not if its travel Credit you used to buy and it expires on the day you find a lower rate
negative,@united - thanks for the rude customer service and 3 hour delay. It really helped me timing wise for my afternoon meetings. Hello @Delta !
neutral,@united Could you tell me if this bag would be accepted as a personal item ? Can i bring one carry-on bag plus this? http://t.co/U390cZpLHl
negative,@AmericanAir No it isn't -  sheer incompetence was reigning at DFW today. I was there. On a plane on the GD runway. I doubt you were.
negative,@JetBlue she has...she hasn't heard from anyone in over a week. a nonstop flight and her baggage was lost/stolen. customer service 👎
negative,"@AmericanAir @JimDayTV no, you couldn't care less. That's why their customer service is run by bots"
neutral,"@AmericanAir guarantee no retribution? If so, I'd be glad to share."
positive,@SouthwestAir save mile to visit family in 2015 and this will impact how many times I can see my mother.  I planned and you change the rules
negative,@AmericanAir Somehow between DFW and MIA I got bumped from 12B all the way to 41G on 2312? What's up with that?
negative,"@USAirways I promise, if I can help it I will nvr fly w/u again. Even if I have 2 pay more $$$ 2 fly w/ sum1 else #badcustomerservice"
positive,"@SouthwestAir Thanks 4 the great service, staff, letting me change my flight 5 times for free! PVD to the skies for me always on SWA!"
neutral,@USAirways with a glass of wine once we hit altitude?
positive,@JetBlue thank you so much for your effort
neutral,@JetBlue When I checked yesterday it looked like it did. Did something change?
negative,@USAirways #DividendRewards Urgently need to speak with a CS rep. My 50K miles havent shown &amp; I've fulfilled all reqs. Flight Booking Problems flights today
negative,@united flight just Cancelled Flightled. This is ridiculous
negative,@united what's going on with the mileage plus accounts? Login through username and email have been down for at least three days.
neutral,@JetBlue BOS to DCA 1098 at 7:16 pm.
neutral,@ods1819 aren't you glad this isn't you RT @AmericanAir: Bet these birds wish they'd flown south for the #winter... http://t.co/HEpkNpuzwU
negative,"@united...lies lies lies....still sitting at the gate, have not moved an inch http://t.co/LulGnwEfFH"
positive,@AmericanAir Hopefully you ll see bad ones as opportunity to get better and not dwell in it... and the good ones as encouragement words!
negative,@united - after having to now TAG MY OWN bags at the airport I was hoping they would actually arrive WITH me - here's hoping they arrive
negative,@SouthwestAir this is ridiculous. It's been 2 hours on hold to rebook Cancelled Flightled flight.
negative,@united FLT 3444 delayed because of maintenance - that's fixed but can't board because flight crew didn't stay in boarding area #fail
negative,@AmericanAir not in any way that I am happy with or find acceptable.   If I could speak to a human maybe that would happen
negative,"@united 1st u delay my flight for mechanical failure,then 2 hrs on the runway, &amp; 13 hrs Late Flightr I'm still here with a lost bag &amp; no resolution"
neutral,@SouthwestAir when will you have flights for October 2015 available?
positive,@JetBlue 2324 from Orlando to Dca ! And my awesome flight attendant is Robert!
neutral,@AmericanAir 62 inches !?
negative,@JetBlue #fail My wife on the phone asking to switch flight times. In mid switch gets disconnected. Now Cancelled Flightled! No new time! No call back
negative,@USAirways waiting all day at ATL since flight this am Cancelled Flightled. 1 standby told no seats and group of 15 shows up Late Flight and gets on to PHL
negative,"@USAirways I want my money back. Now we're sitting on the runway. After a 2 hour delay, waiting for the baggage to begin loading."
neutral,@united I was on UA1069 today and left my sunglasses in seat 26F. Please help me get them back! #UnitedAirlines
negative,@USAirways thank you so much for asking us to pay $700 to switch to a different flight so I could spend more time with my dying nephew.
negative,@united it would make my day if I could take a flight on your airline without any hiccups on your end. Train your employees to communicate
negative,@USAirways  I've never been treated this badly
positive,@SouthwestAir Thank you. Great tool
negative,@AmericanAir I've been trying to call your reservations desk for past 12 hours and can't get through.  This is not what I expected.
negative,@AmericanAir I need to change a ticket and my res can't be changed online.  I also can't get a call through due to high volume--can u help?
neutral,@SouthwestAir can you show me some luv?Its 9 degrees and all this snow but Imdetermined to go to #DestinationDragons http://t.co/oXm6cWGaB7
neutral,@united I sent in my feedback.  Thank you.
neutral,@united Followback so I can DM plz
neutral,@AmericanAir record number is BPDFPP.
neutral,@JetBlue that's what we've been told however how would this work if you're going overseas? Bottom line is passengers feel as if there's (1)
negative,@JetBlue 6 hour delay. Supposed to land at 9pm now it's 3am. Still not boarding. #EpicFail
negative,"@AmericanAir There was no one from #AA at the #woase2015 event @HelsinkiAirport
Lots of info available of #winterops"
neutral,"@united Also, a United phone representative just asked me for my web password. Is that normal?"
negative,@SouthwestAir my flight is Cancelled Flightled due to weather. What next ?
negative,@USAirways now telling me I don't have the correct tag for my luggage!!! My luggage apparently is not in LA or Charlotte. This is not ok!!
negative,@AmericanAir this has to be the absolute WORST EXPERIENCE EVER!
negative,"@united on a 4 seg flt yvr to zurich, why would you credit all miles and but only 2 segs on full fare?"
negative,.@JetBlue yes. Filed a claim and they issued $30 credit as a courtesy. The whole thing seems exceptionally uncourteous to me.
negative,@united $55 cab ride to dfw from love got me my bag. Reimburse?
neutral,“@AmericanAir: Bet these birds wish they'd flown south for the #winter... http://t.co/tY9C0Gae2o” Lol
negative,"@AmericanAir 3349, was supposed to be in little rock at 10am this morning."
positive,@JetBlue THANKS!! Her 80th bday is Saturday. We're having an aviation themed surprise party for her.
negative,"@USAirways AND my rebooked flt isn't until Monday??  AND I don't get a voucher for a hotel?!  Never again, US airways."
negative,@united so we fly into SFO and Honululu gets pushed back 3.5 hours and now it looks like more delays.  I beg of you plz sort this out soon!
negative,@USAirways 4097 DCA to BNA. Just told they need to do 1.5 hrs worth of maintenance. Was supposed to leave at 8:50 am. [sigh]
negative,@AmericanAir How are you going to compensate all of whose days/plans have been ruined because of the AA3490 delay/pending Cancelled Flightlation?
negative,@United I'm pretty sure I've got shin splits from SPRINTING through IAH only to watch my plane pull away from the jet way...
negative,@united let me assure you my travel time is 4h2m not 5h2m #timezones #accuratetraveltimes #3rdtimethishashappened http://t.co/e0C9bI09cf
positive,@united thank you!
positive,@united have reported it.  Still in Istanbul at the moment apparently.  On the other plane haha.  Hats off to the pilot!
negative,@SouthwestAir prove it
negative,"@USAirways see? No response? Obviously you think this ""service"" is acceptable. #customerservicefail"
negative,@SouthwestAir I'm going to start charging you for the consistent body pat downs. Starting to feel like a piece of meat. #punishedforflying
positive,@AmericanAir Just followed you.
positive,"@jetblue #philly lost and read program - Our customers get hot tea, great crewmembers, top notch info &amp; now #BOOKS! http://t.co/9rAGncw2Bk"
negative,@united feck guys. Stop Cancelled Flightling flights from EWR to RIC the weather is fine I both locations!!!
positive,"@AmericanAir thanks for the recommendation. We've been sitting here for 45 minutes, last update was 35 min ago."
neutral,@VirginAmerica morning. If I have a question regarding elevate points &amp; flights can I DM you?
negative,@AmericanAir absolute terrible service to schedule a 40 minute layover and then not let someone on the plane with the door not closed.
negative,"@united $25 United coupon to make up for broken entertainment system on a 9-hour flight, seriously? #Ridiculousness #learncustomerservice"
negative,@united the people at the counter have been very helpful. As you can see nobody is there. Flight to Austin 10:55 and still sitting here.
negative,@USAirways my phone has been on hold since midght  fkn 7 hrs of hold ?? Unacceptable!!!!!!!!
negative,@JetBlue A flight delay due to pilots oversleeping is apparently an uncontrollable irregularity that is not eligible for delay compensation.
